date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:07:11	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2013:06:50%20GMT	https://www.arkhamintelligence.com/sidetab.css	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/sidetab.css	(from https://embed.typeform.com/next/embed.js)
15:07:12	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2013:06:51%20GMT	https://www.arkhamintelligence.com/slider.css	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/slider.css	(from https://embed.typeform.com/next/embed.js)
15:07:13	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2008%20Sep%202023%2013:07:12%20GMT	https://embed.typeform.com/robots.txt		(from https://embed.typeform.com/next/embed.js)
15:07:13	0/-1	---M--	502	error ('')			https://www.arkhamintelligence.com/popover.css	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/popover.css	(from https://embed.typeform.com/next/embed.js)
15:07:33	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2013:07:12%20GMT	https://www.arkhamintelligence.com/widget.css	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/widget.css	(from https://embed.typeform.com/next/embed.js)
15:07:33	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2013:07:12%20GMT	https://www.arkhamintelligence.com/e	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/e	(from https://embed.typeform.com/next/embed.js)
15:07:34	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2013:07:14%20GMT	https://www.arkhamintelligence.com/window.location.href	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/window.location.href	(from https://embed.typeform.com/next/embed.js)
15:07:36	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2013:07:15%20GMT	https://www.arkhamintelligence.com/popup.css	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/popup.css	(from https://embed.typeform.com/next/embed.js)
15:07:56	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2013:07:35%20GMT	https://www.arkhamintelligence.com/sidetab.css	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/sidetab.css	(from https://embed.typeform.com/next/embed.js)
15:07:56	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2013:07:35%20GMT	https://www.arkhamintelligence.com/slider.css	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/slider.css	(from https://embed.typeform.com/next/embed.js)
15:07:56	0/-1	---M--	502	error ('')			https://www.arkhamintelligence.com/popover.css	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/popover.css	(from https://embed.typeform.com/next/embed.js)
15:07:56	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2013:07:36%20GMT	https://www.arkhamintelligence.com/widget.css	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/widget.css	(from https://embed.typeform.com/next/embed.js)
15:07:56	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2013:07:37%20GMT	https://www.arkhamintelligence.com/e	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/e	(from https://embed.typeform.com/next/embed.js)
15:07:57	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2013:07:57%20GMT	https://www.arkhamintelligence.com/window.location.href	C:/My%20Web%20Sites/arkham/www.arkhamintelligence.com/window.location.href	(from https://embed.typeform.com/next/embed.js)
